Id,y
50302,2.283925
50303,1.8660923
50304,1.6746631
50305,1.103414
50306,1.1520984
50307,2.0138412
50308,2.15267
50309,1.1689639
50310,2.5789568
50311,1.8125455
50312,2.3495476
50313,2.3114073
50314,1.5515897
50315,1.8299106
50316,1.5340459
50317,1.5709524
50318,2.316851
50319,1.9461927
50320,2.3414438
50321,2.250721
50322,2.46128
50323,1.2667022
50324,1.8945537
50325,1.85992
50326,1.966469
50327,1.9381831
50328,1.7162516
50329,1.8426418
50330,1.7357178
50331,1.9942801
50332,1.4505372
50333,1.7163943
50334,1.90052
50335,1.7741427
50336,2.0248065
50337,1.2591119
50338,2.016418
50339,1.7565731
50340,1.6934373
50341,1.5369897
50342,1.8392224
50343,1.5376723
50344,1.8135881
50345,2.2491198
50346,1.1176023
50347,2.268608
50348,2.3482368
50349,1.3617477
50350,2.2770364
50351,1.8338221
50352,1.7354658
50353,1.4359894
50354,1.2969418
50355,1.6455679
50356,2.0130563
50357,2.0972953
50358,1.9023974
50359,1.691035
50360,1.8654145
50361,1.8895707
50362,1.8148115
50363,1.7101882
50364,1.7790076
50365,1.5992358
50366,2.2971263
50367,1.510201
50368,2.0962172
50369,2.3643816
50370,2.5105271
50371,2.2134845
50372,1.9277258
50373,1.8984745
50374,1.6766751
50375,1.9154165
50376,2.158381
50377,1.3014028
50378,2.108222
50379,1.6985431
50380,1.9188262
50381,1.9581869
50382,2.3410926
50383,2.0780835
50384,1.9555247
50385,2.2659988
50386,1.3969705
50387,2.1240797
50388,1.5217862
50389,2.1566892
50390,1.3201168
50391,2.3589602
50392,1.9405743
50393,1.7436306
50394,1.4658308
50395,1.8301337
50396,2.3221812
50397,1.7611066
50398,1.4445353
50399,1.6561999
50400,2.1826267
50401,1.421216
50402,1.5349321
50403,1.9253626
50404,1.8983564
50405,2.1719763
50406,2.1911905
50407,2.295796
50408,2.2021246
50409,1.4487579
50410,1.7959412
50411,2.1975245
50412,2.3046288
50413,1.8858032
50414,1.7240894
50415,1.4588175
50416,1.5727425
50417,1.7566049
50418,1.8475579
50419,1.8436923
50420,1.7673538
50421,2.1583257
50422,1.8742025
50423,2.4198656
50424,1.3337059
50425,1.7363933
50426,1.9033939
50427,2.204567
50428,2.2070432
50429,2.059976
50430,2.195434
50431,1.9475896
50432,1.5861087
50433,1.5235555
50434,2.1918907
50435,2.352062
50436,1.8238527
50437,2.075214
50438,1.3271561
50439,1.5558083
50440,1.5865712
50441,2.4021103
50442,2.4273589
50443,1.6533318
50444,1.6165648
50445,1.1164274
50446,1.7210467
50447,1.4343846
50448,1.4005041
50449,2.3927007
50450,1.9779041
50451,2.4721172
50452,2.3595498
50453,2.4404902
50454,2.1037202
50455,2.066663
50456,1.6063879
50457,1.4125323
50458,1.8188446
50459,1.5812016
50460,2.1028142
50461,1.7178352
50462,2.3250437
50463,2.034851
50464,1.6015954
50465,1.5067077
50466,1.1363583
50467,2.268383
50468,2.1874902
50469,1.5408545
50470,1.4879122
50471,1.8551648
50472,1.7549177
50473,1.6696591
50474,1.9526148
50475,1.6961231
50476,1.7270606
50477,2.1123629
50478,2.1404493
50479,2.2033057
50480,1.7788253
50481,2.2360923
50482,2.6742103
50483,1.5521517
50484,2.01602
50485,1.3327699
50486,2.1575682
50487,2.0925007
50488,1.9430442
50489,2.011919
50490,1.9713813
50491,2.5079432
50492,2.333702
50493,2.1658456
50494,2.2965615
50495,1.1506679
50496,1.5574827
50497,1.8364364
50498,1.8575222
50499,1.2798648
50500,1.4854152
50501,1.7454865
50502,1.6714468
50503,1.708343
50504,1.5495985
50505,1.8289971
50506,1.6191835
50507,2.2495434
50508,2.1358354
50509,1.2686863
50510,1.7303298
50511,1.560605
50512,1.9506022
50513,2.5585377
50514,2.0056803
50515,1.5338886
50516,2.077096
50517,2.0800235
50518,1.0213394
50519,1.1304991
50520,1.9180514
50521,1.7795608
50522,2.1868842
50523,1.5694113
50524,2.2098327
50525,1.9251657
50526,1.738973
50527,1.8821592
50528,1.7125158
50529,1.0803487
50530,1.786896
50531,1.9308233
50532,2.336083
50533,1.3626838
50534,1.6893692
50535,1.9979618
50536,1.7528749
50537,1.8764069
50538,2.3308606
50539,1.7627463
50540,2.7585695
50541,2.0146205
50542,1.9041468
50543,1.3142035
50544,1.7166824
50545,2.0471725
50546,2.2504108
50547,2.0614777
50548,2.2020383
50549,1.8479259
50550,1.4601188
50551,1.7016335
50552,1.3355317
50553,1.8355553
50554,2.1958642
50555,1.9939029
50556,1.5313573
50557,2.551927
50558,1.6397488
50559,1.9161059
50560,1.6494207
50561,1.7836258
50562,2.118744
50563,1.770867
50564,2.1758842
50565,2.40601
50566,2.2239618
50567,2.3161132
50568,1.5558896
50569,1.7389324
50570,1.8701626
50571,2.638857
50572,2.1275656
50573,1.892434
50574,1.5698133
50575,1.8663809
50576,1.4083939
50577,1.9836959
50578,2.071598
50579,1.9201367
50580,1.893057
50581,1.9182112
50582,2.3874857
50583,2.0433397
50584,1.4704101
50585,2.2371974
50586,2.09032
50587,1.3513899
50588,2.2472873
50589,1.8741411
50590,1.6813037
50591,2.4531214
50592,2.1472268
50593,1.9955437
50594,2.133023
50595,1.1572611
50596,1.8809747
50597,1.6878564
50598,1.2916017
50599,2.1483545
50600,1.4067869
50601,1.6560001
50602,2.4445481
50603,1.3828285
50604,1.1267767
50605,1.5385425
50606,1.7450037
50607,2.2682521
50608,2.2533526
50609,2.2329814
50610,2.4099636
50611,1.7233698
50612,1.7206403
50613,2.294763
50614,1.2339067
50615,1.8018379
50616,1.6745358
50617,1.9212495
50618,1.9540002
50619,2.4862583
50620,1.4117584
50621,1.5646155
50622,2.3154685
50623,2.2146466
50624,1.9418571
50625,1.6042404
50626,1.9198524
50627,2.0076482
50628,2.2482247
50629,1.9014568
50630,2.0808835
50631,1.7828488
50632,2.2144346
50633,2.4335685
50634,1.9889288
50635,1.8910625
50636,2.1663184
50637,1.621155
50638,2.1815946
50639,1.7607915
50640,1.8060129
50641,2.1797705
50642,1.9905404
50643,1.5236888
50644,1.5617268
50645,1.7130232
50646,1.9126503
50647,1.8646104
50648,1.4313066
50649,1.798361
50650,1.8194913
50651,1.411366
50652,2.286776
50653,1.9186078
50654,2.213825
50655,1.795047
50656,1.4711089
50657,1.7224884
50658,1.5276389
50659,2.3187995
50660,2.247723
50661,1.9967788
50662,1.7199868
50663,1.7571168
50664,2.5281549
50665,1.5259609
50666,1.8456615
50667,1.8134284
50668,1.1091945
50669,2.3904765
50670,1.7101948
50671,1.807325
50672,1.6950874
50673,1.0439336
50674,2.1074646
50675,2.0645838
50676,2.043318
50677,1.6030397
50678,1.8929335
50679,1.9781168
50680,2.1425223
50681,1.8724798
50682,1.1815407
50683,2.1475136
50684,2.1900375
50685,1.7079477
50686,1.4509087
50687,1.9313534
50688,1.3068442
50689,2.1761994
50690,2.4778316
50691,1.810577
50692,1.5221758
50693,1.5042863
50694,2.4192371
50695,2.3215144
50696,2.4587712
50697,1.1218367
50698,1.6601923
50699,2.146951
50700,1.3016834
50701,2.1502929
50702,1.231966
50703,2.2765734
50704,1.6165738
50705,1.8276367
50706,1.1616616
50707,1.7275095
50708,1.510817
50709,1.7160778
50710,2.4732862
50711,1.4675517
50712,1.8675423
50713,1.7232683
50714,1.9246211
50715,1.4570765
50716,1.3566182
50717,1.9187422
50718,2.1995564
50719,2.522004
50720,0.9877095
50721,1.5105343
50722,1.9046423
50723,1.2668104
50724,1.7105207
50725,1.4991212
50726,1.3217795
50727,1.9386865
50728,2.3119535
50729,1.699909
50730,1.3800421
50731,1.6750844
50732,2.5171642
50733,0.74609756
50734,1.4932427
50735,2.1975932
50736,1.3687799
50737,1.5833392
50738,1.3707747
50739,1.949224
50740,1.7932494
50741,2.0849187
50742,1.7466348
50743,1.9416006
50744,1.7879679
50745,1.3768404
50746,1.4619524
50747,1.9356109
50748,1.6697204
50749,1.4492817
50750,1.0224099
50751,1.8149796
50752,1.7149072
50753,1.356997
50754,1.9861007
50755,1.5618315
50756,1.7768492
50757,1.822404
50758,1.4544446
50759,1.3914175
50760,1.8336807
50761,1.8855141
50762,2.7196553
50763,1.5708864
50764,1.8862907
50765,1.0689776
50766,2.3618298
50767,2.518211
50768,1.2361126
50769,2.3307724
50770,2.5327048
50771,1.8837495
50772,2.4533136
50773,2.13939
50774,1.3391299
50775,2.3977635
50776,2.069217
50777,1.775741
50778,2.009656
50779,1.7428856
50780,1.5499954
50781,1.7413703
50782,2.105324
50783,1.5285017
50784,1.4317634
50785,2.094583
50786,1.0331376
50787,2.0250454
50788,1.9862902
50789,2.3685107
50790,1.6005068
50791,1.6177876
50792,2.0314035
50793,2.0445404
50794,1.2702792
50795,2.01859
50796,1.7337544
50797,2.223818
50798,1.9833529
50799,2.2242422
50800,1.4590559
50801,1.8354024
50802,1.8307444
50803,1.6045353
50804,2.1155238
50805,1.9534174
50806,1.8387953
50807,1.5782809
50808,2.110238
50809,1.3661432
50810,1.4832935
50811,1.4083176
50812,1.535191
50813,2.078147
50814,2.3412104
50815,2.3529887
50816,1.6306546
50817,1.5136538
50818,1.9549446
50819,1.6578875
50820,1.8595393
50821,1.8372966
50822,1.5895677
50823,2.0043855
50824,1.9073337
50825,1.794281
50826,1.973573
50827,1.5832942
50828,1.8447509
50829,1.8440019
50830,1.3609567
50831,2.1491222
50832,2.1293726
50833,1.2956526
50834,2.4450536
50835,1.8080455
50836,1.5850334
50837,1.7669857
50838,1.7288809
50839,2.496791
50840,1.8199184
50841,1.8180541
50842,2.26032
50843,1.9688355
50844,1.3559136
50845,1.9666369
50846,2.4721432
50847,2.1180415
50848,2.342457
50849,1.7668523
50850,1.8272111
50851,1.37396
50852,1.6603384
50853,2.137413
50854,1.5464671
50855,2.002235
50856,1.6566935
50857,2.3775923
50858,1.6199937
50859,1.7208205
50860,1.4565284
50861,1.5679276
50862,1.8208332
50863,1.614799
50864,2.692234
50865,1.8160224
50866,1.7218182
50867,1.4800165
50868,1.4982977
50869,1.8171245
50870,1.9532771
50871,2.1234756
50872,1.367243
50873,1.8322418
50874,1.653162
50875,1.6235473
50876,1.710424
50877,2.0455623
50878,1.0902629
50879,1.4447541
50880,1.9277716
50881,1.6101956
50882,1.9818017
50883,1.6415997
50884,2.2886443
50885,1.6076128
50886,1.7834879
50887,1.4798255
50888,1.9241121
50889,1.8662838
50890,1.5474048
50891,1.6185887
50892,1.7116015
50893,2.2869725
50894,1.8322629
50895,2.031221
50896,1.4665117
50897,2.0265133
50898,1.8716935
50899,1.8115704
50900,2.0866585
50901,1.7290114
50902,2.3026319
50903,1.5642984
50904,2.1877005
50905,1.3831835
50906,1.5370712
50907,1.3864751
50908,2.5174694
50909,1.712601
50910,2.1833146
50911,1.3954105
50912,1.7941962
50913,1.593894
50914,2.0895157
50915,1.8092223
50916,2.0375175
50917,1.6538973
50918,1.6467099
50919,1.6731877
50920,2.3142512
50921,1.7615595
50922,1.7732353
50923,1.7141483
50924,2.2475066
50925,1.4335451
50926,1.8245903
50927,2.4932382
50928,2.2462528
50929,1.3230209
50930,1.8094871
50931,1.9308522
50932,1.6306024
50933,1.6299598
50934,2.321482
50935,1.721439
50936,2.4646459
50937,2.2341108
50938,2.2407644
50939,1.7120075
50940,1.6104188
50941,1.9815649
50942,1.5439825
50943,1.7112639
50944,2.579075
50945,2.3216224
50946,1.7914617
50947,2.147813
50948,1.9836426
50949,2.0249803
50950,2.003643
50951,2.3835323
50952,2.03081
50953,1.4730611
50954,2.1073346
50955,2.082193
50956,1.5595167
50957,2.1386476
50958,1.879572
50959,2.0826788
50960,1.9595536
50961,1.8387848
50962,2.3061588
50963,2.4991894
50964,1.4916577
50965,1.9923236
50966,1.3805599
50967,1.8082759
50968,2.2845209
50969,1.9086607
50970,1.5033808
50971,1.9972353
50972,1.752198
50973,1.2852583
50974,2.013598
50975,2.382282
50976,1.38206
50977,1.9923844
50978,1.3715942
50979,2.071087
50980,2.2717242
50981,2.2902665
50982,2.1442401
50983,1.7421757
50984,1.8003851
50985,1.9917982
50986,1.7149429
50987,1.5841413
50988,1.7726402
50989,2.3396132
50990,1.1007433
50991,1.8432932
50992,1.9502828
50993,2.0775251
50994,2.0801072
50995,1.6210268
50996,1.1644967
50997,2.1238313
50998,1.9072495
50999,2.1717708
51000,1.6213088
51001,1.9576844
51002,1.8563403
51003,2.0051131
51004,1.7763324
51005,1.7794911
51006,2.2307477
51007,2.4051085
51008,1.682467
51009,1.7291622
51010,2.3084693
51011,1.7629044
51012,1.5366242
51013,1.1810467
51014,1.7195902
51015,1.4123449
51016,2.189263
51017,2.1427698
51018,1.7990707
51019,1.9294637
51020,1.9376428
51021,2.009909
51022,1.6417775
51023,2.2880359
51024,1.7557597
51025,2.1319184
51026,1.7500806
51027,2.2162795
51028,2.0315075
51029,2.3424473
51030,2.21321
51031,1.8020803
51032,1.4446228
51033,2.1108391
51034,1.7924138
51035,2.719325
51036,2.1551504
51037,2.4331005
51038,1.4801698
51039,2.172456
51040,2.368165
51041,1.9125946
51042,1.5797005
51043,1.8407018
51044,1.9548807
51045,2.0317671
51046,2.1626904
51047,1.7860014
51048,1.3673823
51049,2.321311
51050,2.3211625
51051,2.3625858
51052,1.7387396
51053,1.9447204
51054,1.7900566
51055,1.9665174
51056,1.5855968
51057,1.958327
51058,1.9473605
51059,2.393781
51060,1.5624955
51061,2.0033023
51062,2.3502607
51063,2.2078285
51064,2.3591003
51065,1.748222
51066,1.9466975
51067,1.5462513
51068,1.8524582
51069,2.4722414
51070,1.5495548
51071,1.8190639
51072,1.7523623
51073,1.8647221
51074,1.7090247
51075,1.7683525
51076,1.090852
51077,2.5475671
51078,2.150671
51079,1.4394226
51080,1.429771
51081,1.7009733
51082,2.2041445
51083,1.5126498
51084,2.09406
51085,1.6572361
51086,1.3490908
51087,1.6631627
51088,1.979193
51089,1.3994894
51090,1.9878663
51091,1.4349213
51092,1.4002244
51093,1.8233877
51094,1.0394006
51095,1.4929771
51096,1.7842875
51097,1.925169
51098,2.2668376
51099,1.638257
51100,1.2803411
51101,1.6242907
51102,2.5516586
51103,2.3999338
51104,2.253286
51105,1.8413393
51106,1.9724133
51107,1.8692504
51108,1.5468869
51109,1.8613183
51110,1.4510288
51111,2.0869203
51112,1.4428163
51113,1.528605
51114,1.7821537
51115,2.4105008
51116,2.2057707
51117,1.5170841
51118,1.6238136
51119,2.1545146
51120,1.6183295
51121,2.5046377
51122,2.2360115
51123,2.0156078
51124,2.1050282
51125,1.2454104
51126,2.3274884
51127,2.1673431
51128,1.643167
51129,2.2224336
51130,2.139471
51131,2.3336136
51132,2.1284113
51133,2.0095024
51134,1.5813749
51135,2.4556146
51136,1.2586908
51137,1.3578391
51138,2.3268037
51139,1.3179538
51140,1.9684863
51141,1.5197897
51142,2.07561
51143,1.6372528
51144,1.6869073
51145,1.2748923
51146,1.7204411
51147,2.628476
51148,2.442062
51149,2.0223327
51150,1.9708831
51151,1.730062
51152,2.5438585
51153,1.9358345
51154,1.7154412
51155,1.9865298
51156,1.485795
51157,1.844702
51158,2.144881
51159,1.3114891
51160,2.0322886
51161,1.9232839
51162,1.8731904
51163,1.7423985
51164,1.6466112
51165,2.4089675
51166,2.146
51167,1.8138496
51168,1.6221986
51169,2.2231174
51170,2.1363745
51171,1.6351857
51172,1.8230668
51173,2.5869553
51174,1.7177122
51175,2.0068827
51176,1.4918416
51177,1.2952511
51178,2.515442
51179,1.742686
51180,2.1796205
51181,1.9471133
51182,2.178617
51183,1.8297474
51184,2.2931914
51185,2.6342187
51186,2.235632
51187,1.6496596
51188,2.1425576
51189,2.4616604
51190,1.8595273
51191,2.2773845
51192,1.584096
51193,1.7974262
51194,2.1042137
51195,1.6748886
51196,1.7658651
51197,1.8205115
51198,1.9550757
51199,2.2826252
51200,1.6250427
51201,1.8808987
51202,1.962985
51203,2.0229857
51204,1.5633333
51205,2.194655
51206,1.6036127
51207,1.974375
51208,1.9870287
51209,2.074044
51210,2.1076407
51211,2.394847
51212,1.7955177
51213,1.4670162
51214,1.2677305
51215,2.5488698
51216,1.992449
51217,2.2142224
51218,2.0505357
51219,2.2069883
51220,1.9832253
51221,1.627739
51222,1.7211243
51223,1.7774748
51224,1.7839929
51225,2.424945
51226,1.7281401
51227,1.2669871
51228,1.8960946
51229,2.4663815
51230,2.145273
51231,2.2215836
51232,1.7283907
51233,2.14359
51234,1.7641957
51235,1.9217345
51236,1.8548355
51237,1.8985445
51238,2.2306695
51239,1.485867
51240,1.7649267
51241,2.2323136
51242,1.4723239
51243,2.162451
51244,1.382113
51245,2.3681965
51246,2.1789575
51247,1.5629234
51248,2.0135193
51249,1.3076591
51250,2.2146187
51251,2.3972607
51252,2.336554
51253,1.7701582
51254,1.7353754
51255,1.8501307
51256,1.6215308
51257,1.5409017
51258,2.110621
51259,1.604389
51260,2.015988
51261,2.035158
51262,1.7052648
51263,1.8483315
51264,2.3200297
51265,1.9057378
51266,1.8800089
51267,1.7784702
51268,2.1391158
51269,1.9371461
51270,0.981256
51271,2.337409
51272,1.3720493
51273,1.7123768
51274,2.274067
51275,2.0845294
51276,1.5341649
51277,1.8706701
51278,1.6122818
51279,1.6202705
51280,1.7275736
51281,1.9096801
51282,2.314053
51283,1.8475069
51284,1.5488892
51285,2.2678955
51286,2.2439923
51287,1.9975936
51288,2.1734648
51289,1.8048766
51290,1.4831598
51291,2.0002544
51292,1.722967
51293,1.5705271
51294,2.00975
51295,2.2342677
51296,0.9237542
51297,2.6946232
51298,1.3841443
51299,1.9904516
51300,2.133636
51301,1.8300251
51302,2.134059
51303,2.7010758
51304,1.7295454
51305,2.5824604
51306,2.202811
51307,1.4112778
51308,2.3183184
51309,1.7830222
51310,1.6443574
51311,2.4664996
51312,1.3101082
51313,2.459778
51314,1.5655444
51315,2.1847095
51316,1.9425012
51317,2.0514393
51318,1.6794655
51319,2.6007175
51320,1.5533931
51321,2.0949104
51322,1.98402
51323,1.6944122
51324,1.7265685
51325,1.7497193
51326,2.0430312
51327,2.490773
51328,2.322929
51329,1.257484
51330,1.5667722
51331,2.4183812
51332,1.8521084
51333,2.251421
51334,1.9776666
51335,1.4869788
51336,1.7515208
51337,1.9573119
51338,1.5379136
51339,1.9433291
51340,2.2120674
51341,1.084168
51342,2.4991138
51343,2.118659
51344,2.2392907
51345,1.4845297
51346,1.881511
51347,1.3873477
51348,1.6923294
51349,1.4496312
51350,2.4047089
51351,1.3942266
51352,2.2183862
51353,2.1892893
51354,1.9069499
51355,2.2337992
51356,1.5287995
51357,1.4338062
51358,2.0008583
51359,2.0474834
51360,1.3842835
51361,2.122086
51362,1.554915
51363,1.6511767
51364,1.6130552
51365,1.9921737
51366,2.2134194
51367,1.3371701
51368,2.227641
51369,2.1012197
51370,1.656369
51371,2.0848036
51372,2.0621066
51373,1.7965057
51374,2.07057
51375,2.157734
51376,2.2901983
51377,2.588148
51378,1.3174701
51379,1.6573544
51380,2.0597525
51381,1.8463227
51382,2.3373241
51383,2.1844034
51384,1.4685321
51385,1.2875628
51386,1.7258685
51387,2.0776865
51388,1.2435677
51389,2.5803254
51390,2.0265965
51391,1.8808078
51392,1.9731337
51393,2.4872816
51394,2.0337548
51395,2.1211352
51396,1.3344941
51397,1.6831799
51398,1.4497738
51399,1.2115846
51400,1.8950162
51401,2.2256808
51402,2.3044534
51403,2.1332002
51404,1.6542482
51405,1.363539
51406,1.618079
51407,1.4555225
51408,2.380484
51409,2.1610677
51410,1.2760882
51411,1.9660897
51412,2.1003199
51413,1.5422564
51414,1.8143808
51415,2.1444268
51416,1.313293
51417,1.9168528
51418,1.8245482
51419,1.685777
51420,2.760828
51421,2.0907245
51422,2.162601
51423,1.80302
51424,2.1206388
51425,1.8647088
51426,2.2994215
51427,1.6974483
51428,2.6958916
51429,1.6971266
51430,1.767157
51431,1.8952636
51432,1.2194264
51433,1.5895445
51434,2.3721988
51435,1.9058759
51436,1.9549682
51437,1.2070866
51438,2.487162
51439,1.9863064
51440,2.1662695
51441,2.466774
51442,1.8312814
51443,1.963557
51444,1.3149986
51445,1.6744633
51446,2.3968477
51447,1.8318527
51448,1.7966748
51449,1.4425583
51450,2.0377727
51451,1.4454155
51452,1.1783214
51453,1.4788601
51454,1.6627505
51455,1.6252184
51456,1.3458333
51457,1.6926727
51458,2.21731
51459,1.9632764
51460,2.4348063
51461,2.2291055
51462,2.6813412
51463,1.8145493
51464,2.0714831
51465,2.447774
51466,1.7433792
51467,1.5409694
51468,2.2538414
51469,2.3076842
51470,1.91692
51471,2.208548
51472,2.2678323
51473,1.5166943
51474,2.1968331
51475,2.2278929
51476,1.5520239
51477,2.4299412
51478,1.7406287
51479,1.4769802
51480,2.5506358
51481,2.1804886
51482,2.1014307
51483,1.657527
51484,1.4798946
51485,1.6709762
51486,1.8429455
51487,1.6521988
51488,2.6736162
51489,1.5660021
51490,2.0129745
51491,2.0530524
51492,1.6443605
51493,1.3873792
51494,1.3992276
51495,1.1757643
51496,1.7888117
51497,1.7800252
51498,2.1398337
51499,1.8201683
51500,2.3020124
51501,1.4342201
51502,1.9431189
51503,2.3439302
51504,1.9713801
51505,1.4429796
51506,1.3459911
51507,2.0097291
51508,1.6363895
51509,1.4385653
51510,1.7896149
51511,1.9451988
51512,1.7572063
51513,2.0082731
51514,1.8832409
51515,1.9970131
51516,1.4708676
51517,1.8924122
51518,1.8236402
51519,1.8951044
51520,1.6794302
51521,2.0956264
51522,1.5855455
51523,2.0040162
51524,1.8261931
51525,1.7494798
51526,1.6715775
51527,1.2867627
51528,1.7607778
51529,2.7047238
51530,1.6622233
51531,1.8757643
51532,1.9469886
51533,2.2217505
51534,1.6059122
51535,2.1345506
51536,1.9932063
51537,1.4433389
51538,2.0108786
51539,1.9163787
51540,2.0446615
51541,1.3824167
51542,2.0981529
51543,1.4267435
51544,1.7600787
51545,1.903216
51546,2.159667
51547,2.2170777
51548,1.93047
51549,1.6162114
51550,1.5025136
51551,1.3254223
51552,1.3792017
51553,2.1545777
51554,1.9889084
51555,1.4666548
51556,1.4740951
51557,2.4807646
51558,1.3129258
51559,2.1240678
51560,1.8609891
51561,1.726896
51562,1.6768153
51563,1.6949701
51564,1.7026513
51565,1.8577933
51566,1.8993812
51567,1.9953446
51568,2.2909083
51569,1.722006
51570,1.718402
51571,1.6415153
51572,2.3299494
51573,1.9867157
51574,1.7464582
51575,1.1869175
51576,1.7290719
51577,1.9710702
51578,1.4174135
51579,1.5650373
51580,1.5203927
51581,2.1553957
51582,1.4029775
51583,0.9401128
51584,1.7686932
51585,1.7782736
51586,2.077998
51587,1.9596889
51588,1.3117142
51589,1.8397102
51590,1.9573064
51591,1.7892046
51592,2.2074897
51593,1.7142093
51594,1.2065704
51595,2.084474
51596,1.4384298
51597,2.2838092
51598,2.0555437
51599,2.185998
51600,2.2367668
51601,2.102515
51602,1.3855817
51603,1.3847427
51604,1.9667116
51605,2.1135623
51606,1.6063302
51607,1.836187
51608,1.6701736
51609,1.3609207
51610,1.6864808
51611,1.3743105
51612,1.5891194
51613,2.1272397
51614,2.2552285
51615,2.003327
51616,2.6720986
51617,1.3600757
51618,1.7283096
51619,1.7157714
51620,1.3866544
51621,1.7264849
51622,2.2010324
51623,2.3138547
51624,1.4358654
51625,1.7573563
51626,1.4981172
51627,1.7647382
51628,1.531467
51629,1.572546
51630,1.5045218
51631,1.6905625
51632,1.7660819
51633,1.7957128
51634,1.6768274
51635,2.2118373
51636,1.7315496
51637,2.061155
51638,2.4486516
51639,1.7202553
51640,1.3269782
51641,1.3948052
51642,2.099223
51643,2.2190914
51644,1.749336
51645,2.0539699
51646,1.8426495
51647,1.5642331
51648,1.5202165
51649,2.2737904
51650,1.646286
51651,2.2506776
51652,1.9128886
51653,1.6710577
51654,1.3841305
51655,1.3757875
51656,2.5014453
51657,1.7085223
51658,1.4653702
51659,1.7130003
51660,2.052788
51661,1.5259099
51662,2.4268053
51663,1.8066688
51664,1.6176078
51665,1.7379763
51666,1.1879137
51667,1.9383913
51668,1.5385833
51669,1.5708547
51670,1.7486844
51671,1.8900177
51672,1.749888
51673,2.2713592
51674,1.4563093
51675,2.3848176
51676,2.0474672
51677,1.5512252
51678,2.2715619
51679,1.9283961
51680,1.9765594
51681,1.8794852
